"Google Mobile Украина, язык интерфейса: українська"
"Ключевое слово",URL,Частотность,Динамика,2025-09-16,2025-09-23,2025-09-25,2025-09-30,2025-10-07,2025-10-14,2025-10-21,2025-10-28,2025-11-03,2025-11-04,2025-11-05,2025-11-11,2025-11-28,2026-01-06,2026-01-20,2026-02-13,2026-03-03
"рідина для зняття лаку без ацетону купити",https://avrora.ua/zasobi-dlya-znyattya-laku/,0,-6,63,51,"Нет данных",48,52,25,27,45,57,63,"Нет данных",55,60,79,76,71,69
"рідина для зняття лаку з ацетоном",https://avrora.ua/zasobi-dlya-znyattya-laku/,20,97,-,3,"Нет данных",3,6,3,4,3,3,-,"Нет данных",3,3,3,4,3,3
"рідина для зняття лаку з ацетоном купити",https://avrora.ua/zasobi-dlya-znyattya-laku/,0,-2,7,8,"Нет данных",10,7,7,8,7,9,9,"Нет данных",9,9,13,9,7,9
"купити лак для нігтів",https://avrora.ua/laki-dlya-nigtiv/,260,-1,12,11,"Нет данных",14,12,13,12,11,11,11,"Нет данных",14,12,14,12,17,13
"лаки для нігтів україна",https://avrora.ua/laki-dlya-nigtiv/,0,0,15,14,"Нет данных",15,15,18,16,14,14,13,"Нет данных",16,17,19,19,18,15
"лак для нігтів ціна",https://avrora.ua/laki-dlya-nigtiv/,0,3,12,13,"Нет данных",-,14,12,14,12,13,14,"Нет данных",13,11,19,18,16,9
"лаки для нігтів купити україна",https://avrora.ua/laki-dlya-nigtiv/,0,-3,15,15,"Нет данных",16,17,18,16,15,18,16,"Нет данных",18,17,17,19,22,18
"лаки для нігтів інтернет магазин",https://avrora.ua/laki-dlya-nigtiv/,0,12,27,10,"Нет данных",11,17,13,11,10,11,13,"Нет данных",32,14,17,19,19,15
"лаки недорогі для нігтів",https://avrora.ua/laki-dlya-nigtiv/,0,-1,5,6,"Нет данных",7,6,6,5,7,4,4,"Нет данных",3,6,5,6,9,6
"купити недорогий лак для нігтів",https://avrora.ua/laki-dlya-nigtiv/,0,1,11,12,"Нет данных",10,10,10,11,11,10,10,"Нет данных",12,11,14,12,13,10
"гель для нігтів купити",https://avrora.ua/geli-dlya-naroschuvannya/,20,-16,11,17,"Нет данных",16,18,12,15,14,12,14,"Нет данных",17,16,13,17,17,27
"гель для нігтів україна",https://avrora.ua/geli-dlya-naroschuvannya/,0,-21,34,-,"Нет данных",24,20,28,24,22,21,24,"Нет данных",31,33,27,28,29,55
"гелі для нігтів купити україна",https://avrora.ua/geli-dlya-naroschuvannya/,0,7,30,27,"Нет данных",32,32,32,32,24,33,30,"Нет данных",38,26,28,31,35,23
"гелі для нігтів недорого",https://avrora.ua/geli-dlya-naroschuvannya/,0,-36,14,15,"Нет данных",27,15,17,17,16,19,45,"Нет данных",15,42,37,35,47,50
"купити гель для нігтів недорого",https://avrora.ua/geli-dlya-naroschuvannya/,0,-35,19,28,"Нет данных",20,20,21,22,23,25,22,"Нет данных",22,28,37,33,43,54
"гель для нігтів ціна",https://avrora.ua/geli-dlya-naroschuvannya/,10,-53,13,20,"Нет данных",20,16,15,14,16,19,17,"Нет данных",17,13,15,19,17,66
"гелі для нігтів інтернет магазин",https://avrora.ua/geli-dlya-naroschuvannya/,0,-69,31,51,"Нет данных",43,19,22,47,67,68,67,"Нет данных",66,61,47,57,47,-
"гель для нігтів купити в інтернет магазині",https://avrora.ua/laki-dlya-nigtiv/,0,-69,3,17,"Нет данных",11,17,16,12,21,19,13,"Нет данных",17,16,18,39,55,72
"олія для нігтів та кутикули",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,20,0,-,53,"Нет данных",53,45,57,48,51,39,39,"Нет данных",42,40,24,53,26,-
"олія для кутикули",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,40,-1,12,8,"Нет данных",8,6,-,8,7,6,7,"Нет данных",5,5,5,5,4,13
"олія для кутикули купити",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,10,-92,8,10,"Нет данных",9,9,15,10,9,8,9,"Нет данных",7,8,10,10,7,-
"олія для кутикули в олівці",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,110,-1,4,7,"Нет данных",6,4,6,3,5,4,4,"Нет данных",5,4,1,2,1,5
"олія для кутикули ціна",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,82,-,14,"Нет данных",14,16,19,16,18,10,12,"Нет данных",10,12,13,12,10,18
"олія для кутикули з пензликом",https://avrora.ua/oliya-dlya-kutikuli-z-pipetkoyu-divia-limon-15-ml/,0,31,77,-,"Нет данных",85,-,64,52,73,67,77,"Нет данных",60,64,43,48,33,46
"олія для кутикули яку обрати",https://avrora.ua/vse-dlya-manikyura-i-pedikyura/,0,-59,25,29,"Нет данных",23,25,25,31,31,31,32,"Нет данных",24,22,31,30,34,84
"олія для сухої кутикули",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",37,-,-,81,97,-
"скільки коштує олія для кутикули",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,0,-,15,"Нет данных",13,14,24,13,13,25,69,"Нет данных",10,9,17,16,24,-
"олівець для кутикули з олією купити",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,-90,10,22,"Нет данных",-,17,19,17,15,16,18,"Нет данных",43,14,10,13,14,-
"олія кутикули купити",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,-84,16,14,"Нет данных",16,18,15,15,31,49,70,"Нет данных",23,25,20,26,19,-
"олія кутикули ціна",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,-87,13,15,"Нет данных",15,16,14,15,68,62,69,"Нет данных",53,55,28,93,62,-
"олія кутикули замовити",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,-81,19,20,"Нет данных",-,16,16,17,30,30,31,"Нет данных",20,18,25,30,26,-
"олія кутикули обрати",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,0,-,28,"Нет данных",16,30,26,27,35,25,33,"Нет данных",23,22,27,37,29,-
"олія для нігтів купити",https://avrora.ua/oliya-dlya-kutikuli-v-olivci-lovit-v-asortimenti/,0,0,-,71,"Нет данных",-,36,40,38,35,42,-,"Нет данных",36,36,35,32,-,-
"олія для зміцнення нігтів",,20,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"зміцнювач для нігтів під лак",https://avrora.ua/laki-dlya-nigtiv/,0,-65,11,16,"Нет данных",-,15,58,47,-,53,-,"Нет данных",70,50,-,-,67,76
"купити зміцнювач для нігтів",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,-91,9,9,"Нет данных",12,12,11,12,11,12,10,"Нет данных",11,10,-,-,44,-
"рідкий кальцій для нігтів",,40,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"зміцнюючий засіб для догляду за нігтями",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,-24,59,29,"Нет данных",38,18,19,33,29,21,69,"Нет данных",60,37,88,-,87,83
"зміцнюючий засіб для нігтів купити",https://avrora.ua/laki-dlya-nigtiv/,0,0,-,-,"Нет данных",-,-,-,77,-,-,90,"Нет данных",-,-,-,-,-,-
"бальзам для нігтів",https://avrora.ua/krasota-i-zdorove/,0,0,-,-,"Нет данных",-,-,-,-,68,57,60,"Нет данных",-,-,-,74,84,-
"бальзам для нігтів та кутикули",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,-,-,30,-
"бальзам для зміцнення нігтів",https://avrora.ua/balzamy-i-kondicionery-dlya-volos/,0,0,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,89,-,-,-
"гель для кутикули",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,90,-30,70,46,"Нет данных",64,56,56,62,58,67,71,"Нет данных",74,-,-,-,-,-
"купити гель для кутикули",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,-71,29,32,"Нет данных",33,30,30,35,49,34,31,"Нет данных",58,75,49,30,-,-
"гель для кутикул та нігтів",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,-64,10,14,"Нет данных",14,12,13,14,19,15,14,"Нет данных",17,24,-,-,83,74
"крем для кутикули",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,140,0,-,-,"Нет данных",-,-,-,61,63,68,-,"Нет данных",61,88,-,77,71,-
"крем для кутикули та нігтів",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,61,-,-,"Нет данных",-,45,46,46,-,38,39,"Нет данных",40,38,40,33,34,39
"крем для кутикули купити",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,60,-,-,"Нет данных",-,68,-,-,83,71,63,"Нет данных",75,95,92,-,-,40
"креми для догляду за кутикулою",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,27,-,-,"Нет данных",-,-,-,-,-,-,-,"Нет данных",-,-,92,-,85,73
"крем для кутикули ціна",https://avrora.ua/zasobi-po-doglyadu-za-nigtyami/,0,20,-,70,"Нет данных",-,78,60,87,89,80,79,"Нет данных",70,82,75,86,80,80
"зміцнювач для нігтів",https://avrora.ua/blog/krasa-ta-zdorovya/yak-ukripiti-nigti-v-domashnih-umovah/,140,-49,51,-,"Нет данных",-,-,53,-,38,55,55,"Нет данных",-,8,58,55,60,-
"зміцнювач для нігтів ціна",https://avrora.ua/zmicnyuvach-dlya-nigtiv-lovit-diamantoviy-12.5-ml/,0,-89,11,-,"Нет данных",14,14,13,12,12,13,12,"Нет данных",13,12,-,-,-,-
"набір декоративної косметики",https://avrora.ua/nabori-kosmetiki/,260,-40,11,12,"Нет данных",-,13,11,12,12,16,13,"Нет данных",14,12,21,21,22,51
"набір декоративної косметики купити",https://avrora.ua/nabori-kosmetiki/,0,-53,17,13,"Нет данных",13,13,15,15,14,13,13,"Нет данных",12,14,27,25,13,70
"подарунковий набір декоративної косметики",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,90,52,-,-,"Нет данных",-,30,-,-,31,23,33,"Нет данных",-,34,-,34,46,48
"набір декоративної косметики ціна",https://avrora.ua/dekorativnaya-kosmetika/,0,0,-,-,"Нет данных",16,17,16,16,16,12,15,"Нет данных",17,21,11,17,22,-
"набір декоративної косметики в подарунок",https://avrora.ua/dekorativnaya-kosmetika/,0,0,-,-,"Нет данных",-,-,41,90,75,51,79,"Нет данных",87,31,63,79,61,-
"подарунковий набір косметики",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,10,22,48,48,"Нет данных",52,50,47,46,43,44,45,"Нет данных",57,71,41,35,45,26
"подарункові набори косметики для жінок",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,90,2,35,34,"Нет данных",34,31,30,30,31,32,32,"Нет данных",29,41,35,28,38,33
"подарунковий набір косметики для дівчини",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,480,72,-,-,"Нет данных",-,-,-,-,44,37,-,"Нет данных",40,53,34,45,34,28
"жіночі подарункові набори косметики",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,0,30,41,45,"Нет данных",-,57,54,32,54,48,46,"Нет данных",39,47,33,14,40,11
"подарункові набори косметики в коробці",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,0,3,10,24,"Нет данных",26,19,65,23,49,62,17,"Нет данных",53,54,23,12,28,7
"купити подарунковий набір косметики для жінок",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,0,27,67,-,"Нет данных",-,58,77,69,61,60,63,"Нет данных",83,70,38,37,41,40
"недорогі подарункові набори косметики",https://avrora.ua/nabori-podarunkovi-po-doglyadu-za-tilom/,0,34,47,43,"Нет данных",53,-,34,58,48,42,53,"Нет данных",60,46,45,48,38,13
"аксесуари для макіяжу",https://avrora.ua/aksessuary-dlya-makiyazha/,30,-4,3,7,"Нет данных",8,7,7,7,7,6,6,"Нет данных",5,3,5,7,10,7
"купити аксесуари для макіяжу",https://avrora.ua/aksessuary-dlya-makiyazha/,0,-1,4,6,"Нет данных",6,6,6,6,7,8,8,"Нет данных",5,5,4,6,9,5
"аксесуари для макіяжу інтернет магазин",https://avrora.ua/aksessuary-dlya-makiyazha/,0,-4,1,4,"Нет данных",5,5,6,6,6,6,6,"Нет данных",4,6,4,5,6,5
"пензлі для макіяжу",https://avrora.ua/penzliki/,70,-5,12,20,"Нет данных",14,-,15,-,18,13,13,"Нет данных",18,20,18,19,13,17
"пензлі для макіяжу купити",https://avrora.ua/penzliki/,0,-8,5,9,"Нет данных",-,12,11,12,11,9,13,"Нет данных",12,12,15,14,15,13
"професійні пензлі для макіяжу",https://avrora.ua/penzliki/,170,-8,39,29,"Нет данных",34,16,39,43,51,45,49,"Нет данных",43,45,51,49,59,47
"пензлі для макіяжу ціна",https://avrora.ua/penzliki/,0,-3,11,9,"Нет данных",9,10,9,10,11,8,10,"Нет данных",12,14,13,14,15,14
"пензлі для макіяжу недорого",https://avrora.ua/penzliki/,0,-4,8,7,"Нет данных",7,9,6,9,8,9,9,"Нет данных",11,10,11,10,11,12
"магазин пензлів для макіяжу",https://avrora.ua/penzliki/,0,-3,12,7,"Нет данных",6,7,10,9,5,5,5,"Нет данных",10,10,14,14,16,15
"бюджетні пензлі для макіяжу",https://avrora.ua/penzliki/,0,3,11,4,"Нет данных",5,5,8,5,14,5,5,"Нет данных",5,6,8,12,9,8
"спонж для макіяжу",https://avrora.ua/sponzhi/,10,1,5,5,"Нет данных",4,6,7,6,7,7,7,"Нет данных",7,4,4,8,5,4
"спонж для обличчя",https://avrora.ua/sponzhi/,20,1,4,3,"Нет данных",4,2,2,2,3,3,2,"Нет данных",3,2,3,3,3,3
"спонж для тонального крему",https://avrora.ua/nabir-sponzhiv-dlya-makiyazhu-figurnih-2-sht-up/,0,0,-,-,"Нет данных",28,-,-,25,-,-,-,"Нет данных",-,-,-,-,29,-
"спонж блендер",https://avrora.ua/sponzh-blender-dlya-makiyazhu/,10,1,4,7,"Нет данных",7,9,9,8,3,3,4,"Нет данных",3,4,3,10,34,3
"купити спонж для макіяжу",https://avrora.ua/sponzhi/,30,1,5,6,"Нет данных",5,7,8,6,7,5,5,"Нет данных",6,5,3,7,3,4
"спонж для макіяжу яйце",https://avrora.ua/sponzhi/,0,-7,45,42,"Нет данных",38,35,32,30,35,28,24,"Нет данных",35,35,41,39,44,52
"спонж для макіяжу ціна",https://avrora.ua/sponzhi/,0,2,6,6,"Нет данных",6,6,6,6,7,7,6,"Нет данных",7,8,7,8,4,4
"аксесуари для манікюру",https://avrora.ua/vse-dlya-manikyura-i-pedikyura/,50,11,42,-,"Нет данных",35,18,17,19,16,15,15,"Нет данных",15,21,20,25,54,31
"аксесуари для манікюру педикюру",https://avrora.ua/vse-dlya-manikyura-i-pedikyura/,0,-6,7,4,"Нет данных",7,6,6,7,5,4,4,"Нет данных",5,10,14,15,15,13
"купити аксесуари для манікюру",https://avrora.ua/vse-dlya-manikyura-i-pedikyura/,0,12,25,16,"Нет данных",29,12,22,21,18,17,17,"Нет данных",17,22,13,18,18,13
"інструменти та аксесуари для манікюру",https://avrora.ua/instrumenti-dlya-manikyuru-ta-pedikyuru/,0,-14,11,17,"Нет данных",15,12,15,15,12,13,12,"Нет данных",21,16,13,15,19,25
"чистячий засіб для кухні",https://avrora.ua/zasobi-dlya-pribirannya-na-kuhni/,0,6,9,3,"Нет данных",3,3,2,2,2,2,2,"Нет данных",2,3,4,4,8,3
"хімія для кухні",https://avrora.ua/zasobi-dlya-pribirannya-na-kuhni/,110,0,6,3,"Нет данных",3,4,3,3,3,5,5,"Нет данных",1,1,9,8,9,6
"мийні засоби для кухні",https://avrora.ua/zasobi-dlya-pribirannya-na-kuhni/,0,5,12,6,"Нет данных",8,10,5,7,7,8,6,"Нет данных",5,3,6,7,4,7
