Keyword,URL,2025-09-16,2025-09-23,2025-09-30,2025-10-07,2025-10-14,2025-10-21,2025-10-28,2025-11-03,2025-11-04,2025-11-11,2025-11-28,2026-01-06,2026-01-20,2026-02-13,2026-03-03
порошок гель,https://avrora.ua/geli-dlya-prannya-uk/,5,5,4,4,4,4,4,5,6,5,4,4,5,9,15
рідкий гель для прання,https://avrora.ua/geli-dlya-prannya-uk/,5,7,4,3,3,4,3,3,3,4,3,3,4,4,6
порошок гель для прання,https://avrora.ua/geli-dlya-prannya-uk/,4,4,4,4,4,4,4,4,4,4,2,4,4,4,12
акції на гель для прання,https://avrora.ua/akcii-na-zasobi-dlya-prannya/,2,2,2,2,3,2,2,2,2,3,2,3,4,4,5
капсули для прання,https://avrora.ua/kapsuli-dlya-prannya-uk/,2,2,2,2,2,1,1,1,1,1,2,1,2,3,3
купити капсули для прання,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,5,3,5,2,1,2,2,1,3,6,7,4,7,3
порошок в капсулах,https://avrora.ua/kapsuli-dlya-prannya-uk/,31,28,17,18,-,14,20,17,18,31,11,8,7,15,12
капсула для пральної машини,https://avrora.ua/tabletki-dlya-chischennya-pralnih-mashin-start-3-shtuki/,5,4,4,5,5,6,3,3,3,3,6,4,3,2,6
купити порошок в капсулах,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,1,2,1,1,-,3,3,3,3,3,6,6,5,5
капсули для пральної машинки,https://avrora.ua/kapsuli-dlya-prannya-uk/,3,3,2,3,4,4,3,3,3,3,3,4,4,2,58
пральний порошок в капсулах,https://avrora.ua/kapsuli-dlya-prannya-uk/,8,7,8,8,8,8,8,8,9,10,8,8,9,9,7
купити капсули,https://avrora.ua/kapsuli-dlya-prannya-uk/,1,4,4,3,1,1,3,1,1,1,3,4,5,5,4
пральна капсула,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,4,4,4,4,4,3,3,3,3,3,5,5,7,7
купити пральний порошок в капсулах,https://avrora.ua/kapsuli-dlya-prannya-uk/,6,4,4,3,3,3,3,3,3,3,3,5,5,5,3
гель капсули для прання,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,3,5,4,4,3,3,4,3,6,4,4,3,5,5
гелеві капсули для прання,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,4,4,6,6,5,7,7,8,7,7,6,9,9,9
капсули для прання ціна,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,3,3,3,3,1,2,2,2,2,2,3,3,3,2
капсули для прання купити київ,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,4,3,4,3,3,4,5,4,3,5,5,7,7,4
рідкий порошок в капсулах,https://avrora.ua/blog/chistota-i-poryadok/gel-dlya-prannya-kapsuli-chi-poroshok-scho-vidmivaie-krasche/,5,6,5,5,5,5,8,6,6,5,5,11,10,13,31
засіб для прання капсули,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,3,4,3,3,2,1,1,1,2,2,3,4,5,3
купити капсули для прання в україні,https://avrora.ua/kapsuli-dlya-prannya-uk/,6,6,4,3,4,3,5,4,4,7,6,6,7,8,4
капсули для прання інтернет магазин,https://avrora.ua/kapsuli-dlya-prannya-uk/,3,3,4,3,3,-,3,4,3,3,4,6,9,8,5
капсули для прання замовити,https://avrora.ua/kapsuli-dlya-prannya-uk/,8,4,3,3,3,1,1,1,1,1,3,6,4,8,3
капсули для прання велика упаковка,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,3,3,3,3,3,8,7,7,7,7,8,10,16,16
капсули для прання білизни купити,https://avrora.ua/kapsuli-dlya-prannya-uk/,6,5,4,5,3,3,5,4,4,4,5,5,4,8,7
гель капсули,https://avrora.ua/kapsuli-dlya-prannya-uk/,6,7,8,8,6,6,6,8,6,6,7,7,5,6,11
купити капсули для прання по акції,https://avrora.ua/kapsuli-dlya-prannya-uk/,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3
капсули для прання акція,https://avrora.ua/kapsuli-dlya-prannya-uk/,3,2,2,3,1,1,1,1,1,1,1,2,2,4,3
знижки на капсули для прання,https://avrora.ua/kapsuli-dlya-prannya-uk/,3,3,1,3,1,1,2,1,1,1,1,2,2,3,3
капсули для пральної машини,https://avrora.ua/kapsuli-dlya-prannya-uk/,3,3,3,3,4,4,2,3,2,3,3,3,2,1,45
капсули для прання купити,https://avrora.ua/kapsuli-dlya-prannya-uk/,2,3,1,1,1,1,1,1,1,3,3,5,4,3,4
порошок капсула,https://avrora.ua/kapsuli-dlya-prannya-uk/,8,4,4,4,6,4,7,5,5,3,3,6,5,8,5
пральні капсули,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,4,4,3,3,3,3,3,3,5,6,5,4,4,2
порошок для прання в капсулах,https://avrora.ua/kapsuli-dlya-prannya-uk/,4,3,4,3,4,3,3,3,3,3,4,6,5,8,3
ополіскувач для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,2,1,1,1,1,1,2,2,2,2,5
кондиціонер для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,1,1,1,1,1,1,2,1,2,2,6
кондиціонер для прання,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
купити ополіскувач для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,2,1,2,1,3,3,1,1,1,1,3,3,3,3,5
ополіскувач для прання,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,3,2,2,1,1,1,2,2,2,2,11
купити кондиціонер для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6
кондиціонер для одягу,https://avrora.ua/kondicioneri-dlya-bilizni/,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5
купити ополіскувач,https://avrora.ua/kondicioneri-opoliskuvachi/,2,2,3,2,3,3,2,1,1,1,3,2,2,2,19
кондиціонер ополіскувач для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,1,1,1,1,1,1,3,3,2,2,6
ополіскувач для одягу,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,1,2,2,2,1,1,1,2,2,2,2,7
кондиціонер для речей,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6
купити кондиціонер для прання,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,1,1,1,1,1,1,1,2,2,2,11
ополіскувач для речей,https://avrora.ua/kondicioneri-dlya-bilizni/,4,4,4,3,3,2,2,3,3,3,2,2,2,2,5
кондиціонер ополіскувач,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5
бальзам ополіскувач для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,2,2,2,2,2,2,2,3,3,2,6
замовити кондиціонер для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,3,1,1,1,1,1,2,2,2,2,9
чоловічий кондиціонер для білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,1,1,1,4,1,1,1,2,1,1,1,1,3,2
кондиціонер для прання білизни купити,https://avrora.ua/kondicioneri-dlya-bilizni/,3,3,3,3,3,3,4,3,3,3,3,3,3,2,8
купити ополіскувач для прання,https://avrora.ua/kondicioneri-dlya-bilizni/,6,3,3,3,3,3,3,4,3,2,1,2,2,2,14
кондиціонер для прання білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,3,2,2,2,3,2,2,2,2,2,2,3,3,3,12
кондиціонер для одягу купити,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,3,2,3,2,2,2,2,2,2,2,5
кондиціонер для білизни київ,https://avrora.ua/kondicioneri-dlya-bilizni/,8,3,3,3,5,3,3,1,1,1,3,3,5,5,4
кондиціонер для білизни ціна,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,3,-,2,1,2,2,3,2,2,2,4
кондиціонер для тканини,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3
ополіскувач для білизни ціна,https://avrora.ua/kondicioneri-dlya-bilizni/,2,2,2,2,3,3,3,3,3,3,3,3,3,4,8
кондиціонер для пом'якшення білизни,https://avrora.ua/kondicioneri-dlya-bilizni/,1,3,3,2,2,-,2,1,2,1,4,3,3,3,7
купити кондиціонер для білизни київ,https://avrora.ua/kondicioneri-dlya-bilizni/,5,4,5,5,5,4,4,3,5,3,3,5,6,5,4
плямовивідник,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5
відбілювачі,https://avrora.ua/vidbilyuvachi/,4,12,14,13,12,13,12,13,12,10,12,26,49,14,7
плямовивідник для одягу,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,1,2,2,2,1,1,1,1,2,1,1,3,1,3,4
відбілювач для одягу,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,2,2,3,3,1,2,3,3,3,3,3,2,3,6
купити плямовивідник,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,2,2,2,2,2,2,2,2,2,2,3,3,3,11
відбілювач для білизни,https://avrora.ua/vidbilyuvachi/,6,3,4,3,5,3,5,5,6,5,5,6,6,8,4
купити відбілювач,https://avrora.ua/vidbilyuvachi/,3,3,3,5,5,4,4,6,6,5,4,6,4,5,3
купити відбілювач для білизни,https://avrora.ua/vidbilyuvachi/,7,7,4,7,6,5,8,5,8,7,6,7,6,6,6
засіб для виведення плям,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,3,1,1,1,1,1,3,-,1,1,3,3,3,9
засіб для видалення плям,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7
купити плямовивідник в україні,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,1,3,4,3,2,1,1,2,2,2,1,1,1,2,6
відбілювач ціна,https://avrora.ua/vidbilyuvachi/,4,4,4,5,4,4,4,4,5,3,3,3,5,4,4
плямовивідники для білизни,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,10,6,5,5,5,3,6,5,6,5,5,5,6,5,5
плямовивідник для речей,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,2,2,4,3,2,2,3,2,2,3,2,9,6,4,4
плямовивідник для одягу купити,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,1,2,2,2,2,2,2,2,2,2,2,4,3,3,6
плямовивідник для прання,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,4,5,4,5,7,5,4,4,4,4,5,7,7,5,7
плямовивідник для тканини,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,2,2,2,2,3,2,3,3,3,2,3,3,3,3,4
плямовивідник київ,https://avrora.ua/avtohimiya-ta-doglyad-za-avto-uk/,8,4,3,5,4,3,3,3,3,4,3,7,5,5,97
плямовивідник купити київ,https://avrora.ua/avtohimiya-ta-doglyad-za-avto-uk/,3,6,6,5,5,4,5,5,5,5,4,4,4,3,57
плямовивідник відбілювач,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,5,4,5,5,7,8,8,7,5,7,5,6,7,5,-
плямовивідник ціна,https://avrora.ua/plyamovividnik-dlya-tkanin-kisneviy-ms-helen-0-9-kg/,1,6,5,6,5,4,4,4,4,2,3,3,3,3,17
відбілювач речей,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,5,3,3,2,2,2,2,2,2,4,3,3,3,3,4
відбілювач для одягу купити,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,1,6,5,6,7,5,8,6,7,6,6,6,4,5,8
відбілювач для одягу ціна,https://avrora.ua/vidbilyuvachi/,6,6,7,6,6,6,6,7,7,6,7,6,5,8,9
відбілювач для тканин,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,9,4,6,5,5,-,4,5,6,5,4,4,4,2,4
відбілюючий засіб для одягу,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5
засоби для відбілювання речей,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,3,3,2,2,2,4,3,2,2,2,4,2,2,5
засоби для відбілювання одягу,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4
засоби відбілюючі для прання,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,21,35,70,24,13,14,14,14,14,69,10,13,14,12,15
відбілювач,https://avrora.ua/vidbilyuvachi/,7,2,6,6,6,7,6,8,8,8,3,7,7,6,5
засіб для виведення плям з одягу,https://avrora.ua/zasobi-dlya-vivedennya-plyam/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
мийне для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1
купити мийне для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,4,1,4,3,4,3,3,3,4,5,3,1,1,1
для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,3,3,3,1,1,5,3,3,3,3,1,3
засіб для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,2,3,1,5,1,1,3,3,1,1,1,1
рідина для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
купити засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,4,1,3,3,3,4,3,6,3,4,4,4,5,4
чистячий засіб для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,5,3,1,3,3,3,4,4,3,5,4,3,3,3,2
засоби для миття,https://avrora.ua/miyuchi-zasobi/,10,6,7,5,3,5,7,6,6,6,7,9,9,12,17
засоби для чищення посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,3,1,3,3,1,3,1,-,3,3,3,3,4,3
чистячий для посуду,https://avrora.ua/miyuchi-zasobi/,3,3,1,4,5,4,3,1,1,1,3,4,2,4,5
рідина для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,7,1,3,3,3,4,3,3,2,2,1,1,1,1
мийні засоби для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,3,3,3,3,1,3,1,1,3,3,1,3
купити мийні засоби для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,3,3,3,3,3,3,3,3,1,4,4,4,6,3
бальзам для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
для чищення посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,7,7,6,8,7,6,7,7,7,5,3,8,10,8,8
рідкий мийний засіб для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,12,7,9,13,40,11,12,10,11,10,5,3,1,1,5
рідкий засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,5,3,4,5,3,3,4,3,3,4,3,4,4,9,3
рідкий засіб для посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,12,18,42,12,15,10,11,9,9,8,10,9,5,5,17
рідина для миття посуду ціна,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,4,3,4,4,4,4,4,5,4,4,4,4,5,2
купити для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,4,3,3,3,3,3,3,4,5,3,3,3,5,3
купити рідину для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,2,2,1,2,1,1,2,2,2,2,3,2,1,4,1
купити мийний засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,4,4,3,3,3,3,3,3,3,4,4,5,5,6,3
купити засіб для миття,https://avrora.ua/zasobi-dlya-pribirannya-na-kuhni/,8,9,10,13,6,4,9,5,12,10,9,10,10,10,11
купити засіб для миття посуду в україні,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,4,4,3,3,3,3,3,3,6,5,7,8,5,3
гель бальзам для миття посуду,https://avrora.ua/geli-dlya-mittya-posudu/,3,41,7,8,7,8,8,7,6,8,6,8,9,9,13
мийне для посуду ціна,https://avrora.ua/zasobi-dlya-mittya-posudu/,2,4,4,4,4,-,-,5,4,5,4,4,5,4,3
купити мийний засіб для посуду в україні,https://avrora.ua/zasobi-dlya-mittya-posudu/,2,4,4,4,3,3,5,5,5,5,6,4,5,5,3
мийний засіб для посуду ціна,https://avrora.ua/zasobi-dlya-mittya-posudu/,4,6,6,5,5,5,5,5,5,4,5,5,5,7,7
мийні засоби для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,3,3,1,2,3,2,1,1,1,1,1,1
розчин для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,4,5,5,3,1,2,4,5,4,5,1,1,2,4,2
засоби для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,1,1,1,3,3,3,3,4,3,1,1,1,1,1,3
засіб для замочування посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,60,48,16,24,35,19,25,27,20,64,29,29,26,32,16
засіб для миття жирного посуду,https://avrora.ua/blog/chistota-i-poryadok/naypopulyarnishi-zasobi-vid-zhiru-na-kuhni-reyting-avrori/,2,22,5,7,5,4,10,10,8,10,7,8,7,18,7
засіб для миття посуду київ,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,4,4,4,4,4,4,4,4,7,7,9,8,5,5
засіб для миття посуду ціна,https://avrora.ua/zasobi-dlya-mittya-posudu/,4,4,4,4,4,4,4,4,4,4,4,5,4,6,3
засіб для очищення посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,1,3,3,1,2,4,3,5,7,3,3,3,3,2
засіб для посуду купити,https://avrora.ua/zasobi-dlya-mittya-posudu/,6,4,3,4,3,3,-,3,3,4,4,5,4,4,1
засіб для посуду ціна,https://avrora.ua/zasobi-dlya-mittya-posudu/,4,4,4,4,4,4,4,4,4,4,4,6,5,6,4
чистячий засіб для миття посуду,https://avrora.ua/miyuchi-zasobi/,7,3,3,3,3,3,1,1,1,4,7,1,1,1,17
чистячі засоби для посуду купити,https://avrora.ua/zasobi-dlya-mittya-posudu/,6,5,-,6,4,5,9,10,8,6,7,9,10,9,8
шампунь для миття посуду,https://avrora.ua/miyuchi-zasobi/,2,2,1,2,3,1,1,1,1,1,1,1,1,6,51
засіб для чищення посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,3,1,3,3,3,3,3,3,3,3,3,2,2,3,2
еко засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,15,12,13,16,15,15,19,18,17,16,16,19,16,19,21
екологічний засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,15,13,13,12,14,14,13,15,15,13,14,16,14,47,17
еко гель для миття посуду,https://avrora.ua/gel-dlya-posudu-antibakterialniy-sarma-soda-efekt-500-ml/,57,61,49,48,49,42,39,47,46,51,51,49,67,59,68
екозасіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,-,-,48,-,-,79,76,73,72,82,87,79,-,85,-
натуральний засіб для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,-,-,-,-,-,-,83,-,88,69,-,-,-,73,-
органічні засоби для миття посуду,https://avrora.ua/zasobi-dlya-mittya-posudu/,22,44,-,19,-,16,16,12,14,26,38,16,13,27,14
засоби для автоматичного прання,https://avrora.ua/zasobi-dlya-avtomatichnogo-prannya/,4,3,3,3,3,3,4,3,5,7,3,2,3,3,2
пральні засоби для автоматичного прання,https://avrora.ua/zasobi-dlya-avtomatichnogo-prannya/,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3
засоби для автоматичного прання купити,https://avrora.ua/zasobi-dlya-avtomatichnogo-prannya/,4,3,3,2,2,3,3,2,2,4,3,4,3,5,3
засоби для ручного прання,https://avrora.ua/zasobi-dlya-ruchnogo-prannya/,5,7,6,4,5,5,5,5,5,5,6,5,6,5,4
засоби для ручного прання купити,https://avrora.ua/zasobi-dlya-prannya/,6,5,4,5,4,5,5,4,4,6,4,5,4,4,9
пральний порошок універсальний,https://avrora.ua/pralni-zasobi/,3,7,4,3,5,3,2,7,1,8,9,8,11,11,10
пральний порошок універсальний купити,https://avrora.ua/pobutova-himiya-ta-gospodarski-tovari/,5,6,7,8,6,6,7,8,8,9,10,12,13,13,73
