Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Is spam,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Page type,Page category
Рідне | Сайти,https://www.ridne.design/?6434c043_page=28&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 23:27:36,2026-02-14 12:18:20,,,,
CRM Solutions Awards — рейтинг украинских CRM-систем,https://crmsolutions.ua/ru/crm-awards/,ru,wordpress,200,31,0,3061,0,35,52,0,0,https://uspacy.ua/,,uspacy.ua,,,,text,false,false,false,false,false,false,true,,,linkfound,2026-01-08 19:53:51,2026-02-21 15:54:31,,,Article > Review,Business > Business services > Consulting; Computers and electronics > Software > Business; Internet
Рідне | Сайти,https://www.ridne.design/?6434c043_page=63&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-22 21:57:41,2026-02-14 02:44:53,,,,
addurl.pro | few of top websites | page no. 403,https://www.domains.foundation/domain-list-403,en,,200,0,0,0,0,1067,2061,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,pagefound,2026-01-05 13:16:21,2026-02-13 03:24:04,,,Site page > Services,Internet > Web services > Analytics
Твій шанс отримати більше: нова інтеграція + спеціальна пропозиція від партнера,https://push.alphasms.net/uk/news/alfasms/2025-10-28/tvij-shans-otrymaty-bilshe-nova-integratsija-spetsialna-propozytsija-vid-kommocrm/,uk,,200,32,0,14,0,11,24,0,0,https://uspacy.ua/,Ексклюзивна пропозиція від,Uspacy,,https://email.email.alphasms.ua/c/eJwcy0GOhSAMANDTwJK0lRZYdDEb71EERzOaMYNO8m__k3-A15SREc13xSTIjCWD37SWyVolxlaXtApjtZ7MsmSigoJ-VwJiBEqQuEQIeTIu0tYiMVLi7iL00_Yj2HFtNs4RHvOHbvd9DTd9OZodzc-4bHmFxxzN_k9_-j32lsVF-P7Y5ff0_0rvAAAA__99cC9c,302,text,false,true,false,false,false,false,true,,,pagefound,2025-11-25 19:55:37,2026-03-11 11:55:35,,,,
bestweddingdirectory.com | few of top websites | page no. 387,http://www.bestweddingdirectory.com/domain-list-387,en,,200,8,0,0,0,1054,2125,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-06-01 06:44:24,2026-01-05 16:32:45,,,Listing collection > Business,Society > Relationships > Marriage; Shopping > Special event items
Copy of LVIV INVEST FORUM,https://investschool.com.ua/509709370975903490,uk,,200,13,0,0,0,10,14,0,0,https://uspacy.ua/,"онлайн-сервіс, єдиний робочий простір для організації щоденних процесів компанії -",ПЕРЕЙТИ,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-02-25 15:29:15,2026-02-21 17:27:17,,,Site page > Services,Finance > Investing > Funds
Цифрове агентство ваших бажань | WebDS,https://www.webds.ua/,uk,,200,10,0,0,0,12,14,0,0,https://uspacy.ua/,,Logo,,,,image,true,false,false,false,false,false,true,,,linkfound,2024-06-04 19:02:03,2026-03-12 02:53:54,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=3&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 17:21:51,2026-02-15 06:35:48,,,,
SUPPORT FOR INITIATIVES: 2024-06-09,https://www.grant.org.ua/2024_06_09_archive.html,"uk, en",,200,0,0,0,0,15,19,0,0,https://uspacy.ua/,,Uspacy,"- єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,false,false,false,false,false,true,,,pagefound,2025-01-18 16:34:25,2026-03-10 06:14:08,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=40&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 21:52:16,2026-03-11 14:47:49,,,,
✅ Website Stats 📊,https://creativeposts.top/stats/73722,en,,200,50,0,0,0,3661,4103,0,0,https://uspacy.ua/,navigate here,uspacy.ua,&nbsp,,,text,true,true,true,false,false,false,true,,,linkfound,2026-01-27 13:53:32,2026-01-27 13:53:32,,,Listing collection > Business,Internet > Web services > Analytics; Business; Reference
Ukrainian startups building for post-war economic recovery - NY Times News Today,https://www.nytimesnewstoday.com/ukrainian-startups-building-for-post-war-economic-recovery/,en,wordpress,200,13,0,0,0,15,18,0,0,https://uspacy.ua/,,Uspacy,"– all-in-one digital workspace for SMBs, streamlining communication, collaboration, and",,,text,true,true,false,false,false,false,true,,,pagefound,2024-06-18 09:19:07,2026-01-03 22:28:21,,,,
Рідне | Сайти,https://www.ridne.design/?92f52234_page=3&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 21:24:18,2026-02-19 20:02:22,,,,
Вебінар «Тепер усе ясно» | Використання Розумних об’єктів | 28.05.2025,https://uspacy.com.br/company/events/teperuseyasno/2025-05-28/,"uk, pt",,200,0,0,0,0,9,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-05-28/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-05-15 09:31:07,2026-02-16 02:49:22,,,,
"Меню сніданків, обідів, вечерь: як CRM аналізує найприбутковіший час доби в кафе - Бізнес новини Тернополя",https://www.0352.ua/list/548139,uk,,200,46,0,48934,0,9,10,0,0,https://uspacy.ua/cases/industries/restaurants/,"захлинається від замовлень вранці, то кухарі нудьгують увечері. Сучасна система",CRM для кафе,", як-от Uspacy, перетворює цей операційний безлад на чітку статистику.",,,text,false,true,false,false,false,false,true,,,pagefound,2026-02-05 02:46:58,2026-03-11 05:15:02,,,,
love.net.in | few of top websites | page no. 403,https://www.love.net.in/domain-list-403,en,,200,10,0,0,0,1071,2098,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2023-05-30 05:43:13,2026-02-25 13:28:02,,,Listing collection > Business,Adult
Радіо на «Межі» - Podcasts-Online.org,https://www.podcasts-online.org/radio-na-mezhi-1652351973,"uk, en",,200,46,0,2902,0,23,344,0,0,https://uspacy.ua/,Uspacy:,https://uspacy.ua/,,,,text,false,false,true,false,false,false,true,,,linkfound,2025-03-30 10:59:55,2026-02-12 04:49:07,,,Audio > Podcast,Business > Business services > Consulting; Entertainment > Online media > Other; Internet
"Надсилання в Telegram сповіщень про події в Просторі | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/11570592-%D0%BD%D0%B0%D0%B4%D1%81%D0%B8%D0%BB%D0%B0%D0%BD%D0%BD%D1%8F-%D0%B2-telegram-%D1%81%D0%BF%D0%BE%D0%B2%D1%96%D1%89%D0%B5%D0%BD%D1%8C-%D0%BF%D1%80%D0%BE-%D0%BF%D0%BE%D0%B4%D1%96%D1%97-%D0%B2-%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE%D1%80%D1%96,uk,,200,27,0,103,0,8,19,0,0,https://vitamincplusb.uspacy.ua/tasks/,"🔗 <a href=""",https://vitamincplusb.uspacy.ua/tasks/,""">Посилання</a>",,,text,false,false,true,false,false,false,true,,,pagefound,2025-09-05 02:04:49,2026-03-11 10:20:21,,,,
Звітність для власника стоматологічної клініки: які показники контролювати щодня - Новини Рівного та Рівненської області | Rivne24,https://rivne24.com.ua/zvitnist-dlya-vlasnika-stomatologichnoyi-kliniki-yaki-pokazniki-kontrolyuvati-shodnya/,uk,wordpress,200,72,0,4035,0,4,12,0,0,https://uspacy.ua/cases/industries/dentistry/,гадати на кавовій гущі. Розберемо на прикладі CRM-системи Uspacy —,https://uspacy.ua/cases/industries/dentistry/,— як зібрати розрізнені цифри в єдину зрозумілу панель.,,,text,false,true,false,false,false,false,true,,,pagefound,2025-11-28 14:10:04,2026-03-09 01:53:58,,Миколаєнко Андрій,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=21&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-25 09:25:04,2026-03-12 07:37:12,,,,
Вебінар «Тепер усе ясно» | CRM для послуг | 03.02.2026,https://uspacy.eu/company/events/teperuseyasno/2026-02-03/,"uk, en",,200,41,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2026-02-03/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2026-01-23 02:52:56,2026-03-09 23:41:12,,,,
"Вебінар «Тепер усе ясно: CRM для юридичних компаній» — ефективне управління клієнтами, справами та документами | 31.07.2025",https://uspacy.pl/company/events/teperuseyasno/2025-07-31/,"uk, pl",,200,0,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-07-31/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-07-18 10:20:36,2026-03-08 01:27:16,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=8&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 09:28:26,2026-02-14 15:16:13,,,,
region.co.in | few of top websites | page no. 403,https://www.region.co.in/domain-list-403,en,,200,15,0,0,0,1047,2051,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-02-01 06:22:48,2026-03-03 15:58:03,,,Listing collection > Business,Internet > Web services > Analytics
"Як оплатити комерційний тариф Uspacy? | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/7936766-%D1%8F%D0%BA-%D0%BE%D0%BF%D0%BB%D0%B0%D1%82%D0%B8%D1%82%D0%B8-%D0%BA%D0%BE%D0%BC%D0%B5%D1%80%D1%86%D1%96%D0%B9%D0%BD%D0%B8%D0%B9-%D1%82%D0%B0%D1%80%D0%B8%D1%84-uspacy,uk,,200,27,0,103,0,8,35,0,0,https://uspacy.ua/prices/,функціональними можливостями тарифівСтандартнийтаПрофесійнийможна ознайомитися на окремій сторінці нашого сайту ➡️,ТУТ,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 19:49:07,2026-03-05 20:48:32,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=27&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-25 01:28:31,2026-03-11 21:58:34,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=17&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-25 15:23:45,2026-02-14 13:37:57,,,,
Вебінар «Тепер усе ясно» | Використання Розумних об’єктів | 28.05.2025,https://uspacy.pl/company/events/teperuseyasno/2025-05-28/,"uk, pl",,200,0,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-05-28/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-05-14 08:31:42,2026-03-06 14:02:28,,,,
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 28.08.2025,https://uspacy.com/company/events/teperuseyasno/2025-08-28/,"uk, en",,200,28,0,2,0,9,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-08-28/,,,,,,canonical,false,false,false,false,false,false,true,,,linkfound,2025-12-02 08:51:18,2026-01-03 17:05:53,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=51&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-22 21:51:25,2026-03-11 18:16:53,,,,
"Журнал дзвінків | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/11513704-%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB-%D0%B4%D0%B7%D0%B2%D1%96%D0%BD%D0%BA%D1%96%D0%B2,uk,,200,27,0,103,0,6,30,0,0,https://uspacy.ua/prices/,на лише накомерційних тарифах. Детальніше про можливості тарифних планів ➡️,на окремій сторінці,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-08-08 20:15:11,2026-03-11 23:50:20,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=32&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 13:59:12,2026-03-11 11:50:29,,,,
Створення світових SAAS та CRM стартапів в Україні |На межі №2 Дмитро Суслов & Петро Савич - ﻿Куток,https://kutok.io/namezhi/stvoriennia-svitovikh-saas-ta-crm-startapiv-v-ukrayini-na-miezhi-2-dmitro-suslov-pietro-savich,uk,,200,26,0,552,0,18,27,0,0,https://uspacy.ua/,Uspacy:,https://uspacy.ua/,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-03-28 21:10:10,2026-03-11 08:16:22,,,,
"Робота з дублікатами в CRM | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/9352240-%D1%80%D0%BE%D0%B1%D0%BE%D1%82%D0%B0-%D0%B7-%D0%B4%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0%D1%82%D0%B0%D0%BC%D0%B8-%D0%B2-crm,uk,,200,27,0,103,0,8,27,0,0,https://uspacy.ua/prices/,тарифах. Детальніше про можливості та функціонал тарифів можна ознайомитися на,сторінці цін,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 06:34:47,2026-03-09 16:18:03,,,,
Година Pro: Воронка b2b-продажів | 05.11.2024,https://uspacy.com.br/company/events/godynapro/2024-11-05/,"uk, pt",,200,0,0,0,0,9,10,0,0,https://uspacy.ua/company/events/godynapro/2024-11-05/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-02-25 14:55:55,2026-03-05 20:42:07,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=33&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 13:59:53,2026-03-11 11:52:35,,,,
Головна Lviv Invest Forum 2023,https://investschool.com.ua/investforum_m1,uk,,200,13,0,0,0,6,6,0,0,https://uspacy.ua/,"онлайн-сервіс, єдиний робочий простір для організації щоденних процесів компанії -",ПЕРЕЙТИ,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-02-25 17:53:18,2026-03-01 02:59:54,,,,
SUPPORT FOR INITIATIVES: 2024,https://www.grant.org.ua/2024/,"uk, en",,200,0,0,0,0,23,41,0,0,https://uspacy.ua/,,Uspacy,"- єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,false,false,false,false,true,,,pagefound,2025-01-18 14:57:16,2026-03-09 09:52:34,,,,
